ld_file path,new_file path,commit SHA,parent commit SHA,commit message,diff_hist¹,old_file_MCC,new_file_MCC
manimlib/camera/camera.py,manimlib/camera/camera.py,424707d035f3d5faf050d8de6b41d49e8c4c5e0c,2c737ed5406bb77d51e04e9cc7eb09f96faf1488,Move rendering more fully away from Camera to Mobject and ShaderWrapper,"{'added': [(68, '        self.uniforms = dict()'), (210, '        self.refresh_uniforms()'), (212, '            mobject.render(self.ctx, self.uniforms)'), (214, '    def refresh_uniforms(self) -> None:'), (220, '        self.uniforms.update(')], 'deleted': [(68, '        self.perspective_uniforms = dict()'), (72, '        self.refresh_perspective_uniforms()'), (73, '        # A cached map from mobjects to their associated list of render groups'), (74, '        # so that these render groups are not regenerated unnecessarily for static'), (75, '        # mobjects'), (76, '        self.mob_to_render_groups = {}'), (215, '        self.refresh_perspective_uniforms()'), (217, '            for render_group in self.get_render_group_list(mobject):'), (218, '                self.render(render_group)'), (219, ''), (220, '    def render(self, render_group: dict[str, Any]) -> None:'), (221, '        shader_wrapper = render_group[""shader_wrapper""]'), (222, '        shader_wrapper.render(self.perspective_uniforms)'), (223, ''), (224, '        if render_group[""single_use""]:'), (225, '            self.release_render_group(render_group)'), (226, ''), (227, '    def get_render_group_list(self, mobject: Mobject) -> Iterable[dict[str, Any]]:'), (228, '        if mobject.is_changing():'), (229, '            return self.generate_render_group_list(mobject)'), (230, ''), (231, '        # Otherwise, cache result for later use'), (232, '        key = id(mobject)'), (233, '        if key not in self.mob_to_render_groups:'), (234, '            self.mob_to_render_groups[key] = list(self.generate_render_group_list(mobject))'), (235, '        return self.mob_to_render_groups[key]'), (236, ''), (237, '    def generate_render_group_list(self, mobject: Mobject) -> Iterable[dict[str, Any]]:'), (238, '        return ('), (239, '            self.get_render_group(sw, single_use=mobject.is_changing())'), (240, '            for sw in mobject.get_shader_wrapper_list(self.ctx)'), (241, '        )'), (243, '    def get_render_group('), (244, '        self,'), (245, '        shader_wrapper: ShaderWrapper,'), (246, '        single_use: bool = True'), (247, '    ) -> dict[str, Any]:'), (248, '        shader_wrapper.get_vao()'), (249, '        return {'), (250, '            ""shader_wrapper"": shader_wrapper,'), (251, '            ""single_use"": single_use,'), (252, '        }'), (253, ''), (254, '    def release_render_group(self, render_group: dict[str, Any]) -> None:'), (255, '        render_group[""shader_wrapper""].release()'), (256, ''), (257, '    def refresh_static_mobjects(self) -> None:'), (258, '        for render_group in it.chain(*self.mob_to_render_groups.values()):'), (259, '            self.release_render_group(render_group)'), (260, '        self.mob_to_render_groups = {}'), (261, ''), (262, '    def refresh_perspective_uniforms(self) -> None:'), (268, '        self.perspective_uniforms.update(')]}",28,28
manimlib/mobject/mobject.py,manimlib/mobject/mobject.py,424707d035f3d5faf050d8de6b41d49e8c4c5e0c,2c737ed5406bb77d51e04e9cc7eb09f96faf1488,Move rendering more fully away from Camera to Mobject and ShaderWrapper,"{'added': [(106, '        self._data_has_changed: bool = True'), (1896, '        if self._data_has_changed or self.is_changing():'), (1898, '            for shader_wrapper in self.shader_wrappers:'), (1899, '                shader_wrapper.release()'), (1900, '                shader_wrapper.get_vao()'), (1901, '            self._data_has_changed = False'), (1903, '            shader_wrapper.uniforms.update(self.get_uniforms())'), (1904, '            shader_wrapper.uniforms.update(camera_uniforms)'), (1905, '            shader_wrapper.pre_render()')], 'deleted': [(1895, '        if self.data_has_changed:'), (1898, '            shader_wrapper.update_uniforms(camera_uniforms)'), (1899, '            shader_wrapper.update_uniforms(self.get_uniforms)')]}",508,508
manimlib/scene/scene.py,manimlib/scene/scene.py,424707d035f3d5faf050d8de6b41d49e8c4c5e0c,2c737ed5406bb77d51e04e9cc7eb09f96faf1488,Move rendering more fully away from Camera to Mobject and ShaderWrapper,"{'added': [(578, '        for mobject in self.mobjects:'), (579, '            mobject._data_has_changed = True')], 'deleted': [(578, '        self.camera.refresh_static_mobjects()')]}",220,220
manimlib/shader_wrapper.py,manimlib/shader_wrapper.py,424707d035f3d5faf050d8de6b41d49e8c4c5e0c,2c737ed5406bb77d51e04e9cc7eb09f96faf1488,Move rendering more fully away from Camera to Mobject and ShaderWrapper,"{'added': [(50, '        self.uniforms = dict(uniforms or {})'), (171, '    # Adding data'), (215, '    # Related to data and rendering'), (216, '    def pre_render(self):'), (217, '        self.set_ctx_depth_test(self.depth_test)'), (218, '        self.set_ctx_clip_plane(self.use_clip_plane())'), (219, '        self.update_program_uniforms()'), (220, ''), (221, '    def render(self):'), (222, '        # TODO, generate on the fly?'), (223, '        assert(self.vao is not None)'), (224, '        self.vao.render()'), (225, ''), (226, '    def update_program_uniforms(self):'), (229, '        for name, value in self.uniforms.items():'), (254, '            mode=self.render_primitive,'), (261, '                try:'), (262, '                    obj.release()'), (263, '                except AttributeError:'), (264, '                    pass'), (328, '    def render(self):')], 'deleted': [(50, '        self.uniforms = uniforms or dict()'), (171, ''), (172, '    # Related to data and rendering'), (173, '    def render(self, camera_uniforms: dict):'), (174, '        self.update_program_uniforms(camera_uniforms)'), (175, '        self.set_ctx_depth_test(self.depth_test)'), (176, '        self.set_ctx_clip_plane(self.use_clip_plane())'), (177, ''), (178, '        # TODO, generate on the fly?'), (179, '        assert(self.vao is not None)'), (180, '        self.vao.render(self.render_primitive)'), (224, '    def update_program_uniforms(self, camera_uniforms: dict):'), (227, '        for name, value in (*camera_uniforms.items(), *self.uniforms.items()):'), (258, '                obj.release()'), (322, '    def render(self, camera_uniforms: dict):'), (323, '        # TODO, these are copied...'), (324, '        self.update_program_uniforms(camera_uniforms)'), (325, '        self.set_ctx_depth_test(self.depth_test)'), (326, '        self.set_ctx_clip_plane(self.use_clip_plane())'), (327, '        #')]}",65,65
manimlib/shader_wrapper.py,manimlib/shader_wrapper.py,4dfabc1c28d965429a18926028cf8efa63f20711,424707d035f3d5faf050d8de6b41d49e8c4c5e0c,Make sure FillShaderWrapper works without a window,"{'added': [(336, '        original_fbo = self.ctx.fbo'), (342, '        original_fbo.use()')], 'deleted': [(341, '        self.ctx.screen.use()')]}",65,65
manimlib/animation/creation.py,manimlib/animation/creation.py,d2af6a5f4bbbe03653b221b491b408138887fb8e,4dfabc1c28d965429a18926028cf8efa63f20711,"Keep track of when Mobject data has changed, and used that to determine when ShaderWrapper generates new buffers","{'added': [], 'deleted': [(33, '    def begin(self) -> None:'), (34, '        super().begin()'), (35, '        if not self.should_match_start:'), (36, '            self.mobject.lock_matching_data(self.mobject, self.starting_mobject)'), (37, ''), (38, '    def finish(self) -> None:'), (39, '        super().finish()'), (40, '        self.mobject.unlock_data()'), (41, ''), (117, '        self.mobject.lock_matching_data(self.mobject, self.outline)'), (121, '        self.mobject.unlock_data()'), (149, '            submob.unlock_data()'), (150, '            if not self.mobject.has_updaters:'), (151, '                submob.lock_matching_data(submob, start)')]}",35,35
manimlib/mobject/mobject.py,manimlib/mobject/mobject.py,d2af6a5f4bbbe03653b221b491b408138887fb8e,4dfabc1c28d965429a18926028cf8efa63f20711,"Keep track of when Mobject data has changed, and used that to determine when ShaderWrapper generates new buffers","{'added': [(158, '    def note_changed_data(self, recurse_up: bool = True):'), (159, '        self._data_has_changed = True'), (160, '        if recurse_up:'), (161, '            for mob in self.parents:'), (162, '                mob.note_changed_data()'), (163, ''), (164, '    def affects_data(func: Callable):'), (165, '        @wraps(func)'), (166, '        def wrapper(self, *args, **kwargs):'), (167, '            func(self, *args, **kwargs)'), (168, '            self.note_changed_data()'), (169, '        return wrapper'), (170, ''), (171, '    def affects_family_data(func: Callable):'), (172, '        @wraps(func)'), (173, '        def wrapper(self, *args, **kwargs):'), (174, '            func(self, *args, **kwargs)'), (175, '            for mob in self.family_members_with_points():'), (176, '                mob.note_changed_data()'), (177, '            return self'), (178, '        return wrapper'), (179, ''), (181, '    @affects_data'), (182, '    def set_data(self, data: np.ndarray):'), (183, '        assert(data.dtype == self.data.dtype)'), (184, '        self.data = data'), (185, '        return self'), (187, '    @affects_data'), (203, '    @affects_data'), (209, '    @affects_data'), (220, '    @affects_family_data'), (226, '    @affects_family_data'), (360, '    @affects_data'), (624, '        result._data_has_changed = True'), (1248, '    @affects_family_data'), (1287, '    @affects_family_data'), (1715, '    @affects_data'), (1928, '        if self._data_has_changed:'), (1931, '                shader_wrapper.generate_vao()')], 'deleted': [(146, '    def set_data(self, data: np.ndarray):'), (147, '        assert(data.dtype == self.data.dtype)'), (148, '        self.data = data'), (149, '        return self'), (150, ''), (1896, '        if self._data_has_changed or self.is_changing():'), (1899, '                shader_wrapper.release()'), (1900, '                shader_wrapper.get_vao()')]}",515,515
manimlib/mobject/types/dot_cloud.py,manimlib/mobject/types/dot_cloud.py,d2af6a5f4bbbe03653b221b491b408138887fb8e,4dfabc1c28d965429a18926028cf8efa63f20711,"Keep track of when Mobject data has changed, and used that to determine when ShaderWrapper generates new buffers","{'added': [(8, 'from manimlib.mobject.mobject import Mobject'), (98, '    @Mobject.affects_data'), (109, '    @Mobject.affects_data')], 'deleted': []}",21,21
manimlib/mobject/types/image_mobject.py,manimlib/mobject/types/image_mobject.py,d2af6a5f4bbbe03653b221b491b408138887fb8e,4dfabc1c28d965429a18926028cf8efa63f20711,"Keep track of when Mobject data has changed, and used that to determine when ShaderWrapper generates new buffers","{'added': [(50, '    @Mobject.affects_data')], 'deleted': []}",8,8
manimlib/mobject/types/point_cloud_mobject.py,manimlib/mobject/types/point_cloud_mobject.py,d2af6a5f4bbbe03653b221b491b408138887fb8e,4dfabc1c28d965429a18926028cf8efa63f20711,"Keep track of when Mobject data has changed, and used that to determine when ShaderWrapper generates new buffers","{'added': [(54, '    @Mobject.affects_data'), (62, '    @Mobject.affects_data'), (69, '    @Mobject.affects_data'), (75, '    @Mobject.affects_data'), (87, '    @Mobject.affects_data'), (98, '    @Mobject.affects_data')], 'deleted': [(8, 'from manimlib.utils.iterables import resize_array')]}",21,21
manimlib/mobject/types/surface.py,manimlib/mobject/types/surface.py,d2af6a5f4bbbe03653b221b491b408138887fb8e,4dfabc1c28d965429a18926028cf8efa63f20711,"Keep track of when Mobject data has changed, and used that to determine when ShaderWrapper generates new buffers","{'added': [(75, '    @Mobject.affects_data'), (134, '    @Mobject.affects_data'), (303, '    @Mobject.affects_data'), (321, '    @Mobject.affects_data')], 'deleted': []}",48,48
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,d2af6a5f4bbbe03653b221b491b408138887fb8e,4dfabc1c28d965429a18926028cf8efa63f20711,"Keep track of when Mobject data has changed, and used that to determine when ShaderWrapper generates new buffers","{'added': [(236, '    @Mobject.affects_family_data'), (1075, '        self._data_has_changed = True'), (1114, '    def lock_matching_data(self, vmobject1: VMobject, vmobject2: VMobject):'), (1115, '        for mob in [self, vmobject1, vmobject2]:'), (1116, '            mob.get_joint_products()'), (1117, '        super().lock_matching_data(vmobject1, vmobject2)'), (1118, ''), (1132, '        self.refresh_triangulation()'), (1133, '        self.get_joint_products(refresh=True)')], 'deleted': [(1122, '    @triggers_refreshed_triangulation')]}",273,273
manimlib/scene/scene.py,manimlib/scene/scene.py,d2af6a5f4bbbe03653b221b491b408138887fb8e,4dfabc1c28d965429a18926028cf8efa63f20711,"Keep track of when Mobject data has changed, and used that to determine when ShaderWrapper generates new buffers","{'added': [], 'deleted': [(192, '        self.refresh_static_mobjects()'), (254, '            self.refresh_static_mobjects()'), (565, '        self.refresh_static_mobjects()'), (566, ''), (577, '    def refresh_static_mobjects(self) -> None:'), (578, '        for mobject in self.mobjects:'), (579, '            mobject._data_has_changed = True'), (580, ''), (655, '        self.refresh_static_mobjects()'), (715, '        self.refresh_static_mobjects()'), (721, '        self.refresh_static_mobjects()')]}",218,218
manimlib/shader_wrapper.py,manimlib/shader_wrapper.py,d2af6a5f4bbbe03653b221b491b408138887fb8e,4dfabc1c28d965429a18926028cf8efa63f20711,"Keep track of when Mobject data has changed, and used that to determine when ShaderWrapper generates new buffers","{'added': [(60, '        self.vbo = None'), (61, '        self.ibo = None'), (62, '        self.vao = None'), (63, ''), (105, '        result.ctx = self.ctx'), (110, '        result.vao = None'), (111, '        result.vbo = None'), (112, '        result.ibo = None'), (245, '    def generate_vao(self, refresh: bool = True):'), (246, '        self.release()'), (262, '                obj.release()')], 'deleted': [(54, '        self.vbo = None'), (55, '        self.ibo = None'), (56, '        self.vao = None'), (57, ''), (103, '    def __del__(self):'), (104, '        self.release()'), (105, ''), (222, '        # TODO, generate on the fly?'), (245, '    def get_vao(self, refresh: bool = True):'), (261, '                try:'), (262, '                    obj.release()'), (263, '                except AttributeError:'), (264, '                    pass')]}",63,63
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,018b07212fec690b7e5c2617f22fd809c42c80d3,d2af6a5f4bbbe03653b221b491b408138887fb8e,Change how joint_products are updated in pointwise_become_partial,"{'added': [(943, '        self.data[""joint_product""] = vmobject.data[""joint_product""]'), (945, '            self.set_points(vm_points, refresh_joints=False)'), (978, '        self.data[""joint_product""][:i1] = [0, 0, 0, 1]'), (979, '        self.data[""joint_product""][i4:] = [0, 0, 0, 1]'), (980, '        self.set_points(new_points, refresh_joints=False)'), (1132, '    def set_points(self, points: Vect3Array, refresh_joints: bool = True):'), (1136, '        if refresh_joints:'), (1137, '            self.get_joint_products(refresh=True)')], 'deleted': [(944, '            self.set_points(vm_points)'), (977, '        self.set_points(new_points)'), (1129, '    def set_points(self, points: Vect3Array):'), (1133, '        self.get_joint_products(refresh=True)')]}",274,274
manimlib/shader_wrapper.py,manimlib/shader_wrapper.py,7609b1db783aff558a6bf89338b98dbd6751b511,018b07212fec690b7e5c2617f22fd809c42c80d3,Set up by-hand anti-aliasing for FillShaderWrapper,"{'added': [(278, '        texture = ctx.texture('), (285, '        depth_buffer = ctx.depth_renderbuffer(size)  # TODO, currently not used'), (286, '        self.texture_fbo = ctx.framebuffer(texture, depth_buffer)'), (287, ''), (288, '        simple_program = ctx.program('), (304, '                uniform sampler2D DepthTexture;'), (305, '                uniform float v_nudge;'), (306, '                uniform float h_nudge;'), (312, ""                    // Apply poor man's anti-aliasing""), (313, '                    vec2 tc0 = v_textcoord + vec2(v_nudge, h_nudge);'), (314, '                    vec2 tc1 = v_textcoord + vec2(v_nudge, -h_nudge);'), (315, '                    vec2 tc2 = v_textcoord + vec2(-v_nudge, h_nudge);'), (316, '                    vec2 tc3 = v_textcoord + vec2(-v_nudge, -h_nudge);'), (317, '                    frag_color ='), (318, '                        0.25 * abs(texture(Texture, tc0)) +'), (319, '                        0.25 * abs(texture(Texture, tc1)) +'), (320, '                        0.25 * abs(texture(Texture, tc2)) +'), (321, '                        0.25 * abs(texture(Texture, tc3));'), (328, ""        simple_program['Texture'].value = get_texture_id(texture)""), (329, '        # Quarter pixel width/height'), (330, ""        simple_program['h_nudge'].value = 0.25 / size[0]""), (331, ""        simple_program['v_nudge'].value = 0.25 / size[1]""), (335, '            simple_program,'), (349, '        self.texture_fbo.clear()'), (350, '        self.texture_fbo.use()')], 'deleted': [(278, '        self.fill_texture = ctx.texture('), (285, '        # TODO, depth buffer is not really used yet'), (286, '        fill_depth = ctx.depth_renderbuffer(size)'), (287, '        self.fill_fbo = ctx.framebuffer(self.fill_texture, fill_depth)'), (288, '        self.fill_prog = ctx.program('), (309, '                    frag_color = texture(Texture, v_textcoord);'), (310, '                    frag_color = abs(frag_color);'), (317, ""        self.fill_prog['Texture'].value = get_texture_id(self.fill_texture)""), (321, '            self.fill_prog,'), (335, '        self.fill_fbo.clear()'), (336, '        self.fill_fbo.use()')]}",63,63
manimlib/scene/scene_file_writer.py,manimlib/scene/scene_file_writer.py,2beb55727fd2387631b87c9d0bbf48e058e26928,7609b1db783aff558a6bf89338b98dbd6751b511,Change naming logic for recorded inserts,"{'added': [(296, '        count = 0'), (297, '        while os.path.exists(name := movie_path.replace(""."", f""_insert_{count}."")):'), (298, '            count += 1'), (299, '        self.inserted_file_path = name')], 'deleted': [(296, '        folder, file = os.path.split(movie_path)'), (297, '        scene_name, ext = file.split(""."")'), (298, '        n_inserts = len(list(filter('), (299, '            lambda f: f.startswith(scene_name + ""_insert""),'), (300, '            os.listdir(folder)'), (301, '        )))'), (302, '        self.inserted_file_path = movie_path.replace(""."", f""_insert_{n_inserts}."")')]}",92,92
manimlib/scene/interactive_scene.py,manimlib/scene/interactive_scene.py,3c8e3792e7d45fe7c5f8f8a48f4f59af28d2be1f,2beb55727fd2387631b87c9d0bbf48e058e26928,Remove references to refresh_static_mobjects,"{'added': [], 'deleted': [(320, '        self.refresh_static_mobjects()'), (327, '        self.refresh_static_mobjects()')]}",151,151
manimlib/animation/transform.py,manimlib/animation/transform.py,f96a697ee3bccf67e436375794303ebd031609bd,3c8e3792e7d45fe7c5f8f8a48f4f59af28d2be1f,Use become for interpolating at 0 or 1,"{'added': [(124, '        if alpha == 0:'), (125, '            submob.become(start)'), (126, '        elif alpha == 1:'), (127, '            submob.become(target_copy)')], 'deleted': []}",53,53
manimlib/camera/camera.py,manimlib/camera/camera.py,a601384211435b0538c286def3deaa11a08bb0f8,f96a697ee3bccf67e436375794303ebd031609bd,Remove stray imports,"{'added': [], 'deleted': [(3, 'import itertools as it'), (4, ''), (18, 'from manimlib.utils.shaders import get_texture_id'), (23, '    from manimlib.shader_wrapper import ShaderWrapper'), (26, '    from typing import Any, Iterable')]}",28,28
manimlib/mobject/mobject.py,manimlib/mobject/mobject.py,88590e5a057a3aab34a40e2938bf82affda13775,a601384211435b0538c286def3deaa11a08bb0f8,Remove serializing deepcopy,"{'added': [(590, '        result = copy.deepcopy(self)'), (591, '        result._shaders_initialized = False'), (592, '        result._data_has_changed = True')], 'deleted': [(590, '        try:'), (591, '            # Often faster than deepcopy'), (592, '            return pickle.loads(pickle.dumps(self))'), (593, '        except AttributeError:'), (594, '            return copy.deepcopy(self)')]}",514,514
manimlib/mobject/mobject.py,manimlib/mobject/mobject.py,cb36fda6d7c93d8cb9e5df304e70a0bd51ac6e42,88590e5a057a3aab34a40e2938bf82affda13775,"In interpolate, only update data status if some keys are unlocked","{'added': [(1721, '        if keys:'), (1722, '            self.note_changed_data()')], 'deleted': [(1713, '    @affects_data')]}",515,515
manimlib/shader_wrapper.py,manimlib/shader_wrapper.py,a68bc1271b87d8a3ba44470a89b4fd26d4dbee07,cb36fda6d7c93d8cb9e5df304e70a0bd51ac6e42,Have FillShaders all share the same texture used for intermediary rendering,"{'added': [(10, 'from functools import lru_cache'), (17, 'from manimlib.utils.shaders import get_intermediary_palette'), (286, ''), (287, '        texture_fbo, texture_vao = get_intermediary_palette(self.ctx)'), (288, ''), (290, '        texture_fbo.clear()'), (291, '        texture_fbo.use()'), (296, '        texture_vao.render(moderngl.TRIANGLE_STRIP)')], 'deleted': [(11, 'from manimlib.constants import DEFAULT_PIXEL_HEIGHT'), (12, 'from manimlib.constants import DEFAULT_PIXEL_WIDTH'), (277, '        size = (2 * DEFAULT_PIXEL_WIDTH, 2 * DEFAULT_PIXEL_HEIGHT)'), (278, '        texture = ctx.texture('), (279, '            size=size,'), (280, '            components=4,'), (281, '            # Important to make sure floating point (not fixed point) is'), (282, '            # used so that alpha values are not clipped'), (283, ""            dtype='f2',""), (284, '        )'), (285, '        depth_buffer = ctx.depth_renderbuffer(size)  # TODO, currently not used'), (286, '        self.texture_fbo = ctx.framebuffer(texture, depth_buffer)'), (287, ''), (288, '        simple_program = ctx.program('), (289, ""            vertex_shader='''""), (290, '                #version 330'), (291, ''), (292, '                in vec2 texcoord;'), (293, '                out vec2 v_textcoord;'), (294, ''), (295, '                void main() {'), (296, '                    gl_Position = vec4((2.0 * texcoord - 1.0), 0.0, 1.0);'), (297, '                    v_textcoord = texcoord;'), (298, '                }'), (299, ""            ''',""), (300, ""            fragment_shader='''""), (301, '                #version 330'), (302, ''), (303, '                uniform sampler2D Texture;'), (304, '                uniform sampler2D DepthTexture;'), (305, '                uniform float v_nudge;'), (306, '                uniform float h_nudge;'), (307, ''), (308, '                in vec2 v_textcoord;'), (309, '                out vec4 frag_color;'), (310, ''), (311, '                void main() {'), (312, ""                    // Apply poor man's anti-aliasing""), (313, '                    vec2 tc0 = v_textcoord + vec2(v_nudge, h_nudge);'), (314, '                    vec2 tc1 = v_textcoord + vec2(v_nudge, -h_nudge);'), (315, '                    vec2 tc2 = v_textcoord + vec2(-v_nudge, h_nudge);'), (316, '                    vec2 tc3 = v_textcoord + vec2(-v_nudge, -h_nudge);'), (317, '                    frag_color ='), (318, '                        0.25 * abs(texture(Texture, tc0)) +'), (319, '                        0.25 * abs(texture(Texture, tc1)) +'), (320, '                        0.25 * abs(texture(Texture, tc2)) +'), (321, '                        0.25 * abs(texture(Texture, tc3));'), (322, '                    if(frag_color.a == 0) discard;'), (323, '                    //TODO, set gl_FragDepth;'), (324, '                }'), (325, ""            ''',""), (326, '        )'), (327, ''), (328, ""        simple_program['Texture'].value = get_texture_id(texture)""), (329, '        # Quarter pixel width/height'), (330, ""        simple_program['h_nudge'].value = 0.25 / size[0]""), (331, ""        simple_program['v_nudge'].value = 0.25 / size[1]""), (332, ''), (333, '        verts = np.array([[0, 0], [0, 1], [1, 0], [1, 1]])'), (334, '        self.fill_texture_vao = ctx.simple_vertex_array('), (335, '            simple_program,'), (336, ""            ctx.buffer(verts.astype('f4').tobytes()),""), (337, ""            'texcoord',""), (338, '        )'), (349, '        self.texture_fbo.clear()'), (350, '        self.texture_fbo.use()'), (355, '        self.fill_texture_vao.render(moderngl.TRIANGLE_STRIP)')]}",63,63
manimlib/utils/shaders.py,manimlib/utils/shaders.py,a68bc1271b87d8a3ba44470a89b4fd26d4dbee07,cb36fda6d7c93d8cb9e5df304e70a0bd51ac6e42,Have FillShaders all share the same texture used for intermediary rendering,"{'added': [(9, 'from manimlib.constants import DEFAULT_PIXEL_HEIGHT'), (10, 'from manimlib.constants import DEFAULT_PIXEL_WIDTH'), (17, '    from typing import Sequence, Optional, Tuple'), (18, '    from moderngl.vertex_array import VertexArray'), (19, '    from moderngl.framebuffer import Framebuffer'), (100, ''), (101, ''), (102, ''), (103, '@lru_cache()'), (104, 'def get_intermediary_palette(ctx) -> Tuple[Framebuffer, VertexArray]:'), (105, '    """"""'), (106, '    Creates a texture, loaded into a frame buffer, and a vao'), (107, '    which can display that texture as a simple quad onto a screen.'), (108, '    """"""'), (109, '    size = (2 * DEFAULT_PIXEL_WIDTH, 2 * DEFAULT_PIXEL_HEIGHT)'), (110, '    texture = ctx.texture('), (111, '        size=size,'), (112, '        components=4,'), (113, '        # Important to make sure floating point (not fixed point) is'), (114, '        # used so that alpha values are not clipped'), (115, ""        dtype='f2',""), (116, '    )'), (117, '    depth_buffer = ctx.depth_renderbuffer(size)  # TODO, currently not used'), (118, '    texture_fbo = ctx.framebuffer(texture, depth_buffer)'), (119, ''), (120, '    simple_program = ctx.program('), (121, ""        vertex_shader='''""), (122, '            #version 330'), (123, ''), (124, '            in vec2 texcoord;'), (125, '            out vec2 v_textcoord;'), (126, ''), (127, '            void main() {'), (128, '                gl_Position = vec4((2.0 * texcoord - 1.0), 0.0, 1.0);'), (129, '                v_textcoord = texcoord;'), (130, '            }'), (131, ""        ''',""), (132, ""        fragment_shader='''""), (133, '            #version 330'), (134, ''), (135, '            uniform sampler2D Texture;'), (136, '            uniform sampler2D DepthTexture;'), (137, '            uniform float v_nudge;'), (138, '            uniform float h_nudge;'), (139, ''), (140, '            in vec2 v_textcoord;'), (141, '            out vec4 frag_color;'), (142, ''), (143, '            void main() {'), (144, ""                // Apply poor man's anti-aliasing""), (145, '                vec2 tc0 = v_textcoord + vec2(v_nudge, h_nudge);'), (146, '                vec2 tc1 = v_textcoord + vec2(v_nudge, -h_nudge);'), (147, '                vec2 tc2 = v_textcoord + vec2(-v_nudge, h_nudge);'), (148, '                vec2 tc3 = v_textcoord + vec2(-v_nudge, -h_nudge);'), (149, '                frag_color ='), (150, '                    0.25 * abs(texture(Texture, tc0)) +'), (151, '                    0.25 * abs(texture(Texture, tc1)) +'), (152, '                    0.25 * abs(texture(Texture, tc2)) +'), (153, '                    0.25 * abs(texture(Texture, tc3));'), (154, '                if(frag_color.a == 0) discard;'), (155, '                //TODO, set gl_FragDepth;'), (156, '            }'), (157, ""        ''',""), (158, '    )'), (159, ''), (160, ""    simple_program['Texture'].value = get_texture_id(texture)""), (161, '    # Quarter pixel width/height'), (162, ""    simple_program['h_nudge'].value = 0.25 / size[0]""), (163, ""    simple_program['v_nudge'].value = 0.25 / size[1]""), (164, ''), (165, '    verts = np.array([[0, 0], [0, 1], [1, 0], [1, 1]])'), (166, '    fill_texture_vao = ctx.simple_vertex_array('), (167, '        simple_program,'), (168, ""        ctx.buffer(verts.astype('f4').tobytes()),""), (169, ""        'texcoord',""), (170, '    )'), (171, '    return (texture_fbo, fill_texture_vao)')], 'deleted': [(15, '    from typing import Sequence, Optional')]}",13,13
manimlib/camera/camera.py,manimlib/camera/camera.py,a1595a9e2f2b119300da23a2ad0104f7d3ec3bf9,a68bc1271b87d8a3ba44470a89b4fd26d4dbee07,Use separate fbo for writing to file when window is active,"{'added': [(72, '        self.window = window'), (78, '            self.window_fbo = self.ctx.detect_framebuffer()'), (79, '            self.fbo_for_files = self.get_fbo(self.samples)'), (80, '            self.fbo = self.window_fbo'), (81, ''), (93, '    def use_window_fbo(self, use: bool = True):'), (94, '        assert(self.window is not None)'), (95, '        if use:'), (96, '            self.fbo = self.window_fbo'), (97, '        else:'), (98, '            self.fbo = self.fbo_for_files'), (99, ''), (124, '        src_viewport = self.fbo.viewport'), (214, '        self.fbo.use()')], 'deleted': [(77, '            self.fbo = self.ctx.detect_framebuffer()'), (113, '        if self.window is not None:'), (114, '            src_viewport = self.window.viewport'), (115, '        else:'), (116, '            src_viewport = self.fbo.viewport')]}",29,29
manimlib/config.py,manimlib/config.py,a1595a9e2f2b119300da23a2ad0104f7d3ec3bf9,a68bc1271b87d8a3ba44470a89b4fd26d4dbee07,Use separate fbo for writing to file when window is active,"{'added': [(417, '    return dict(size=(window_width, window_height))')], 'deleted': [(417, '    return dict('), (418, '        full_size=(camera_config[""pixel_width""], camera_config[""pixel_height""]),'), (419, '        size=(window_width, window_height),'), (420, '    )')]}",71,71
manimlib/scene/scene.py,manimlib/scene/scene.py,a1595a9e2f2b119300da23a2ad0104f7d3ec3bf9,a68bc1271b87d8a3ba44470a89b4fd26d4dbee07,Use separate fbo for writing to file when window is active,"{'added': [(740, '            self.camera.use_window_fbo(False)'), (747, '            self.camera.use_window_fbo(True)')], 'deleted': [(740, '            # Resize window so rendering happens at the appropriate size'), (741, '            self.window.size = self.camera.get_pixel_shape()'), (742, '            self.window.swap_buffers()'), (743, '            self.update_frame()'), (750, '            # Put window back to how it started'), (751, '            self.window.to_default_position()')]}",218,218
manimlib/window.py,manimlib/window.py,a1595a9e2f2b119300da23a2ad0104f7d3ec3bf9,a68bc1271b87d8a3ba44470a89b4fd26d4dbee07,Use separate fbo for writing to file when window is active,"{'added': [(31, '        super().__init__(size=size, samples=samples)')], 'deleted': [(29, '        full_size: tuple[int, int] = (1920, 1080),'), (32, '        super().__init__(size=full_size, samples=samples)'), (34, '        self.full_size = full_size')]}",18,18
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,72590a8fefb6868eb55e03fbc9a3ce01f935fe2e,a1595a9e2f2b119300da23a2ad0104f7d3ec3bf9,Note that using winding fill changes data,"{'added': [(420, '    @Mobject.affects_family_data'), (839, '            if not self._use_winding_fill and self.has_fill() \\')], 'deleted': [(838, '            if self._use_winding_fill and self.has_fill() \\')]}",274,274
