old_file path,new_file path,commit SHA,parent commit SHA,commit message,diff_myers,diff_hist,Matches
manimlib/shaders/quadratic_bezier_stroke/geom.glsl,manimlib/shaders/quadratic_bezier_stroke/geom.glsl,04347e7876dca60f004dcf3a0dcdd220f9e62e9f,df0ae6fdc94215c0f43f3da3b24bcd386fe51f9f,Fix thin stroke issue for low resolutions,"[(19, 'out float anti_alias_prop;'), (170, '    float aaw = anti_alias_width * pixel_size;'), (171, '    anti_alias_prop = (width == 0) ? -1.0 : 2 * aaw / (width + 2 * aaw);'), (182, '        emit_gl_Position(point + 0.5 * (width + aaw) * sign * step);')]","[(19, 'out float scaled_anti_alias_width;'), (170, '    scaled_anti_alias_width = (width == 0) ?'), (171, '        -1.0 : // Signal to discard in the frag shader'), (172, '        2.0 * anti_alias_width * pixel_size / width;'), (183, '        emit_gl_Position(point + 0.5 * width * sign * step);')]",No
manimlib/utils/shaders.py,manimlib/utils/shaders.py,4a6e6ca64603a4ddcf0e5c82202f9fb762868c41,04347e7876dca60f004dcf3a0dcdd220f9e62e9f,"Double the size of the fill canvas, to effectively do msaa","[(151, '    # Double the size so as to effectively to 4x multi-sample antialiasing'), (152, ""    size = (2 * cam_config['pixel_width'], 2 * cam_config['pixel_height'])"")]","[(151, ""    size = (cam_config['pixel_width'], cam_config['pixel_height'])"")]",No
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,430a88cf131a2229381607a590c1a138269e3db7,4a6e6ca64603a4ddcf0e5c82202f9fb762868c41,"Change default border width to 0, and only draw it for opacity 1","[(4, 'from functools import reduce'), (8, 'import operator as op'), (106, '        fill_border_width: float = 0.0,'), (195, '        if border_width is not None:'), (196, '            for mob in self.get_family(recurse):'), (197, '                mob.data[""fill_border_width""] = border_width'), (1393, ''), (1394, '            draw_border_width = reduce(op.and_, ['), (1395, '                (not submob._has_stroke) or submob.stroke_behind,'), (1396, ""                submob.data['fill_border_width'][0] > 0,""), (1397, ""                submob.data['fill_rgba'][0, 3] == 1""), (1398, '            ])'), (1399, '            if draw_border_width:')]","[(104, '        fill_border_width: float = 0.5,'), (193, '        if border_width is None:'), (194, '            border_width = 0 if self.get_fill_opacity() < 1 else 0.5'), (195, '        for mob in self.get_family(recurse):'), (196, '            mob.data[""fill_border_width""] = border_width'), (442, '        fill_border_width: float = 0,'), (447, '        self.set_fill(border_width=fill_border_width)'), (453, '        fill_border_width: float = 0.5,'), (458, '        self.set_fill(border_width=fill_border_width)'), (1396, '            if (not submob._has_stroke) or submob.stroke_behind:')]",No
manimlib/mobject/mobject.py,manimlib/mobject/mobject.py,174f3186028ec31a0ba2eec61f81549e4d06dc50,430a88cf131a2229381607a590c1a138269e3db7,Push _data_default initialization into init_data,"[(137, '        self._data_defaults = np.ones(1, dtype=self.data.dtype)')]","[(113, '        self._data_defaults = np.ones(1, dtype=self.data.dtype)')]",No
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,3f15715ff1ca7b6cf648683590caf6be9a4f85b6,174f3186028ec31a0ba2eec61f81549e4d06dc50,Use _data_defaults for initializing fill border width,"[(197, '                data = mob.data if mob.has_points() > 0 else mob._data_defaults'), (198, '                data[""fill_border_width""] = border_width')]","[(197, '                mob.data[""fill_border_width""] = border_width')]",No
manimlib/animation/animation.py,manimlib/animation/animation.py,902a4f264e57a0dfbb92ce9b383e44bc99b3acd4,3f15715ff1ca7b6cf648683590caf6be9a4f85b6,Add white space after assert statements,"[(52, '        assert isinstance(mobject, Mobject)')]","[(52, '        assert(isinstance(mobject, Mobject))')]",No
manimlib/animation/composition.py,manimlib/animation/composition.py,902a4f264e57a0dfbb92ce9b383e44bc99b3acd4,3f15715ff1ca7b6cf648683590caf6be9a4f85b6,Add white space after assert statements,"[(136, '        assert len(self.animations) > 0')]","[(136, '        assert(len(self.animations) > 0)')]",No
manimlib/animation/creation.py,manimlib/animation/creation.py,902a4f264e57a0dfbb92ce9b383e44bc99b3acd4,3f15715ff1ca7b6cf648683590caf6be9a4f85b6,Add white space after assert statements,"[(87, '        assert isinstance(vmobject, VMobject)')]","[(87, '        assert(isinstance(vmobject, VMobject))')]",No
manimlib/animation/numbers.py,manimlib/animation/numbers.py,902a4f264e57a0dfbb92ce9b383e44bc99b3acd4,3f15715ff1ca7b6cf648683590caf6be9a4f85b6,Add white space after assert statements,"[(22, '        assert isinstance(decimal_mob, DecimalNumber)')]","[(22, '        assert(isinstance(decimal_mob, DecimalNumber))')]",No
manimlib/animation/transform.py,manimlib/animation/transform.py,902a4f264e57a0dfbb92ce9b383e44bc99b3acd4,3f15715ff1ca7b6cf648683590caf6be9a4f85b6,Add white space after assert statements,"[(182, '        assert isinstance(method.__self__, Mobject)')]","[(182, '        assert(isinstance(method.__self__, Mobject))')]",No
manimlib/camera/camera.py,manimlib/camera/camera.py,902a4f264e57a0dfbb92ce9b383e44bc99b3acd4,3f15715ff1ca7b6cf648683590caf6be9a4f85b6,Add white space after assert statements,"[(102, '        assert self.window is not None')]","[(102, '        assert(self.window is not None)')]",No
manimlib/event_handler/event_dispatcher.py,manimlib/event_handler/event_dispatcher.py,902a4f264e57a0dfbb92ce9b383e44bc99b3acd4,3f15715ff1ca7b6cf648683590caf6be9a4f85b6,Add white space after assert statements,"[(23, '        assert isinstance(event_listner, EventListener)'), (28, '        assert isinstance(event_listner, EventListener)'), (59, '                assert isinstance(listner, EventListener)')]","[(23, '        assert(isinstance(event_listner, EventListener))'), (28, '        assert(isinstance(event_listner, EventListener))'), (59, '                assert(isinstance(listner, EventListener))')]",No
manimlib/mobject/interactive.py,manimlib/mobject/interactive.py,902a4f264e57a0dfbb92ce9b383e44bc99b3acd4,3f15715ff1ca7b6cf648683590caf6be9a4f85b6,Add white space after assert statements,"[(40, '        assert isinstance(mobject, Mobject)'), (61, '        assert isinstance(mobject, Mobject)'), (122, '        assert isinstance(value, bool)'), (171, '        assert isinstance(value, bool)'), (255, '        assert self.min_value <= value <= self.max_value'), (354, '            assert isinstance(square, Square)')]","[(40, '        assert(isinstance(mobject, Mobject))'), (61, '        assert(isinstance(mobject, Mobject))'), (122, '        assert(isinstance(value, bool))'), (171, '        assert(isinstance(value, bool))'), (255, '        assert(self.min_value <= value <= self.max_value)'), (354, '            assert(isinstance(square, Square))')]",No
manimlib/mobject/mobject.py,manimlib/mobject/mobject.py,902a4f264e57a0dfbb92ce9b383e44bc99b3acd4,3f15715ff1ca7b6cf648683590caf6be9a4f85b6,Add white space after assert statements,"[(128, '        assert isinstance(other, Mobject)'), (132, '        assert isinstance(other, int)'), (231, '        assert data.dtype == self.data.dtype')]","[(128, '        assert(isinstance(other, Mobject))'), (132, '        assert(isinstance(other, int))'), (231, '        assert(data.dtype == self.data.dtype)')]",No
manimlib/mobject/mobject_update_utils.py,manimlib/mobject/mobject_update_utils.py,902a4f264e57a0dfbb92ce9b383e44bc99b3acd4,3f15715ff1ca7b6cf648683590caf6be9a4f85b6,Add white space after assert statements,"[(21, '    assert inspect.ismethod(method)'), (23, '    assert isinstance(mobject, Mobject)')]","[(21, '    assert(inspect.ismethod(method))'), (23, '    assert(isinstance(mobject, Mobject))')]",No
manimlib/mobject/probability.py,manimlib/mobject/probability.py,902a4f264e57a0dfbb92ce9b383e44bc99b3acd4,3f15715ff1ca7b6cf648683590caf6be9a4f85b6,Add white space after assert statements,"[(156, '        assert hasattr(self, ""horizontal_parts"")'), (165, '        assert hasattr(self, ""vertical_parts"")'), (174, '        assert hasattr(self, ""vertical_parts"")')]","[(156, '        assert(hasattr(self, ""horizontal_parts""))'), (165, '        assert(hasattr(self, ""vertical_parts""))'), (174, '        assert(hasattr(self, ""vertical_parts""))')]",No
manimlib/mobject/types/surface.py,manimlib/mobject/types/surface.py,902a4f264e57a0dfbb92ce9b383e44bc99b3acd4,3f15715ff1ca7b6cf648683590caf6be9a4f85b6,Add white space after assert statements,"[(170, '        assert isinstance(smobject, Surface)')]","[(170, '        assert(isinstance(smobject, Surface))')]",No
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,902a4f264e57a0dfbb92ce9b383e44bc99b3acd4,3f15715ff1ca7b6cf648683590caf6be9a4f85b6,Add white space after assert statements,"[(476, '        assert len(anchors) == len(handles) + 1'), (1060, '        assert isinstance(vmobject, VMobject)'), (1262, '        assert len(points) == 0 or len(points) % 2 == 1'), (1272, '        assert len(points) % 2 == 0')]","[(476, '        assert(len(anchors) == len(handles) + 1)'), (1060, '        assert(isinstance(vmobject, VMobject))'), (1262, '        assert(len(points) == 0 or len(points) % 2 == 1)'), (1272, '        assert(len(points) % 2 == 0)')]",No
manimlib/scene/scene.py,manimlib/scene/scene.py,902a4f264e57a0dfbb92ce9b383e44bc99b3acd4,3f15715ff1ca7b6cf648683590caf6be9a4f85b6,Add white space after assert statements,"[(871, '        assert self.window is not None')]","[(871, '        assert(self.window is not None)')]",No
manimlib/shader_wrapper.py,manimlib/shader_wrapper.py,902a4f264e57a0dfbb92ce9b383e44bc99b3acd4,3f15715ff1ca7b6cf648683590caf6be9a4f85b6,Add white space after assert statements,"[(222, '        assert self.vao is not None')]","[(222, '        assert(self.vao is not None)')]",No
manimlib/scene/scene.py,manimlib/scene/scene.py,21c0bcb8b68dc3efcfd1089bbd621c1bb8862adb,902a4f264e57a0dfbb92ce9b383e44bc99b3acd4,Don't wait for animations while skipping,"[(336, '        if self.window and not self.skip_animations:')]","[(336, '        if self.window:')]",No
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,108db870872c7aaa7519d52ad29cfd556c1f897a,21c0bcb8b68dc3efcfd1089bbd621c1bb8862adb,"Rather than ignoring border with for non-one opacity, go back to having set_fill default to setting 0 border width for intermediate opacities","[(194, '        if opacity is not None and 0 < opacity < 1 and border_width is None:'), (195, '            border_width = 0'), (197, '            self.border_width = border_width'), (1397, '            draw_border_width = op.and_('), (1399, '                (not submob._has_stroke) or submob.stroke_behind,'), (1400, '            )')]","[(4, 'from functools import reduce'), (1395, '            draw_border_width = reduce(op.and_, ['), (1396, '                (not submob._has_stroke) or submob.stroke_behind,'), (1398, ""                submob.data['fill_rgba'][0, 3] == 1""), (1399, '            ])')]",No
manimlib/shaders/quadratic_bezier_stroke/frag.glsl,manimlib/shaders/quadratic_bezier_stroke/frag.glsl,d8edccdab4a542781477adc1d1dd6cea59d0b94a,108db870872c7aaa7519d52ad29cfd556c1f897a,Fix zero stroke width issue,"[(4, 'in float dist_to_curve;'), (5, 'in float half_stroke_width;'), (6, 'in float half_anti_alias_width;'), (12, '    if(half_stroke_width == 0) discard;'), (16, '    float signed_dist_to_region = abs(dist_to_curve) - half_stroke_width;'), (17, '    frag_color.a *= smoothstep(half_anti_alias_width, -half_anti_alias_width, signed_dist_to_region);')]","[(4, 'in float scaled_signed_dist_to_curve;'), (5, 'in float anti_alias_prop;'), (11, '    if(anti_alias_prop < 0) discard;'), (15, '    float signed_dist_to_region = abs(scaled_signed_dist_to_curve) - 1.0;'), (16, '    frag_color.a *= smoothstep(0, -anti_alias_prop, signed_dist_to_region);')]",No
manimlib/shaders/quadratic_bezier_stroke/geom.glsl,manimlib/shaders/quadratic_bezier_stroke/geom.glsl,d8edccdab4a542781477adc1d1dd6cea59d0b94a,108db870872c7aaa7519d52ad29cfd556c1f897a,Fix zero stroke width issue,"[(19, 'out float dist_to_curve;'), (20, 'out float half_stroke_width;'), (21, 'out float half_anti_alias_width;'), (171, '    half_anti_alias_width = 0.5 * anti_alias_width * pixel_size;'), (172, '    half_stroke_width = 0.5 * width;'), (182, '        dist_to_curve = sign * (half_stroke_width + half_anti_alias_width);'), (183, '        emit_gl_Position(point + dist_to_curve * step);')]","[(19, 'out float anti_alias_prop;'), (20, 'out float scaled_signed_dist_to_curve;'), (170, '    float aaw = anti_alias_width * pixel_size;'), (171, '    anti_alias_prop = (width == 0) ? -1.0 : 2 * aaw / (width + 2 * aaw);'), (181, '        scaled_signed_dist_to_curve = sign;'), (182, '        emit_gl_Position(point + 0.5 * (width + aaw) * sign * step);')]",No
manimlib/shaders/quadratic_bezier_stroke/vert.glsl,manimlib/shaders/quadratic_bezier_stroke/vert.glsl,0267740bdec6f149f4dccdbd75b8103f3249555c,d8edccdab4a542781477adc1d1dd6cea59d0b94a,Change STROKE_WIDTH_CONVERSION width back to older value,"[(18, 'const float STROKE_WIDTH_CONVERSION = 0.01;')]","[(18, 'const float STROKE_WIDTH_CONVERSION = 0.015;')]",No
manimlib/mobject/geometry.py,manimlib/mobject/geometry.py,c20ce8d6332daa0b741b985e052d92480cca99f1,0267740bdec6f149f4dccdbd75b8103f3249555c,Have arrows default to flat stroke,"[(645, '        flat_stroke: bool = True,'), (663, '            flat_stroke=flat_stroke,')]",[],No
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,bb42b66201d0c73f5e80015657659e3c81b99bed,c20ce8d6332daa0b741b985e052d92480cca99f1,Include fill border width in style,"[(250, '        fill_border_width: float | None = None,'), (267, '                    border_width=fill_border_width,'), (299, '            ""fill_border_width"": data[\'fill_border_width\'].copy(),')]",[],No
manimlib/mobject/numbers.py,manimlib/mobject/numbers.py,ccc84f4ab14b8fded450c84e4945e98f8260c7e5,bb42b66201d0c73f5e80015657659e3c81b99bed,Give Numbers a default border width,"[(33, '        fill_border_width: float = 0.5,'), (61, '            fill_border_width=fill_border_width,')]",[],No
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,0efa96e399a3b6f5f9c1e30f4c195f39f04570dd,ccc84f4ab14b8fded450c84e4945e98f8260c7e5,Just use L-inf norm for point equality,"[(753, '        return all(abs(p1 - p0) < self.tolerance_for_point_equality)')]","[(753, '        return get_norm(p1 - p0) < self.tolerance_for_point_equality')]",No
manimlib/mobject/mobject.py,manimlib/mobject/mobject.py,f9b9cf69fdea86f1d591613131ef7d0d18728300,0efa96e399a3b6f5f9c1e30f4c195f39f04570dd,"Update so that vbo is not recreated on each from, but is read into","[(2053, '                shader_wrapper.load_data()')]","[(2053, '                shader_wrapper.generate_vao()')]",No
manimlib/shader_wrapper.py,manimlib/shader_wrapper.py,f9b9cf69fdea86f1d591613131ef7d0d18728300,0efa96e399a3b6f5f9c1e30f4c195f39f04570dd,"Update so that vbo is not recreated on each from, but is read into","[(232, '    def get_vertex_buffer_object(self):'), (233, '        self.vbo = self.ctx.buffer(self.vert_data)'), (236, '    def get_index_buffer_object(self):'), (237, '        if len(self.vert_indices) > 0:'), (241, '    def load_data(self):'), (242, '        if self.vao is None:'), (243, '            self.generate_vao()'), (244, '        elif self.vao.vertices != len(self.vert_data):'), (245, '            self.release()'), (246, '            self.generate_vao()'), (247, '        else:'), (248, '            self.vbo.write(self.vert_data)'), (249, '            if self.ibo is not None:'), (250, '                self.ibo.write(self.self.vert_indices.astype(np.uint32))'), (251, ''), (252, '    def generate_vao(self):'), (254, '        vbo = self.get_vertex_buffer_object()'), (255, '        ibo = self.get_index_buffer_object()')]","[(232, '    def get_vertex_buffer_object(self, refresh: bool = True):'), (233, '        if refresh:'), (234, '            self.vbo = self.ctx.buffer(self.vert_data)'), (237, '    def get_index_buffer_object(self, refresh: bool = True):'), (238, '        if refresh and len(self.vert_indices) > 0:'), (242, '    def generate_vao(self, refresh: bool = True):'), (243, '        self.release()'), (245, '        vbo = self.get_vertex_buffer_object(refresh)'), (246, '        ibo = self.get_index_buffer_object(refresh)')]",No
manimlib/mobject/mobject.py,manimlib/mobject/mobject.py,24b160f9f9c3fde3a6c0f735f75df259173e32c3,f9b9cf69fdea86f1d591613131ef7d0d18728300,"Update VMobject shader wrapper

Use a combined VBO
Render with TRIANGLE_STRIP, and ignore every other",[],"[(2052, '            for shader_wrapper in self.shader_wrappers:'), (2053, '                shader_wrapper.load_data()')]",No
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,24b160f9f9c3fde3a6c0f735f75df259173e32c3,f9b9cf69fdea86f1d591613131ef7d0d18728300,"Update VMobject shader wrapper

Use a combined VBO
Render with TRIANGLE_STRIP, and ignore every other","[(8, 'import itertools as it'), (50, 'from manimlib.shader_wrapper import VShaderWrapper'), (78, ""    fill_data_names = ['point', 'fill_rgba', 'base_point', 'unit_normal']  # Delete these""), (79, ""    stroke_data_names = ['point', 'stroke_rgba', 'stroke_width', 'joint_product']  # Delete these""), (1329, ''), (1331, '        self.shader_indices = np.zeros(0)'), (1332, '        self.shader_wrapper = VShaderWrapper('), (1334, '            vert_data=self.data,'), (1338, '    def get_shader_vert_indices(self):'), (1339, '        return self.get_outer_vert_indices()'), (1350, '        for submob in family:'), (1351, '            if submob._has_fill:'), (1352, '                submob.data[""base_point""] = submob.data[""point""][0]'), (1354, '        self.shader_wrapper.read_in('), (1355, '            # [sm.data for sm in family],'), (1356, '            list(it.chain(*([sm.data, sm.data[-1:]] for sm in family)))'), (1357, '            # [sm.get_shader_vert_indices() for sm in family]'), (1358, '        )'), (1359, '        rep = family[0]  # Representative family member'), (1360, '        self.shader_wrapper.bind_to_mobject_uniforms(rep.get_uniforms())'), (1361, '        self.shader_wrapper.depth_test = rep.depth_test'), (1362, '        return [self.shader_wrapper]')]","[(49, 'from manimlib.shader_wrapper import FillShaderWrapper'), (77, ""    fill_data_names = ['point', 'fill_rgba', 'base_point', 'unit_normal']""), (78, ""    stroke_data_names = ['point', 'stroke_rgba', 'stroke_width', 'joint_product']""), (1329, '        dtype = self.shader_dtype'), (1330, '        fill_dtype, stroke_dtype = ('), (1331, '            np.dtype(['), (1332, '                (name, dtype[name].base, dtype[name].shape)'), (1333, '                for name in names'), (1334, '            ])'), (1335, '            for names in [self.fill_data_names, self.stroke_data_names]'), (1336, '        )'), (1337, '        fill_data = np.zeros(0, dtype=fill_dtype)'), (1338, '        stroke_data = np.zeros(0, dtype=stroke_dtype)'), (1339, '        self.fill_shader_wrapper = FillShaderWrapper('), (1340, '            ctx=ctx,'), (1341, '            vert_data=fill_data,'), (1342, '            mobject_uniforms=self.uniforms,'), (1343, '            shader_folder=self.fill_shader_folder,'), (1344, '            render_primitive=self.fill_render_primitive,'), (1345, '        )'), (1346, '        self.stroke_shader_wrapper = ShaderWrapper('), (1348, '            vert_data=stroke_data,'), (1350, '            shader_folder=self.stroke_shader_folder,'), (1351, '            render_primitive=self.stroke_render_primitive,'), (1353, '        self.back_stroke_shader_wrapper = self.stroke_shader_wrapper.copy()'), (1354, '        self.shader_wrappers = ['), (1355, '            self.back_stroke_shader_wrapper,'), (1356, '            self.fill_shader_wrapper,'), (1357, '            self.stroke_shader_wrapper,'), (1358, '        ]'), (1359, '        for sw in self.shader_wrappers:'), (1360, '            family = self.family_members_with_points()'), (1361, '            rep = family[0] if family else self'), (1362, '            for old, new in rep.shader_code_replacements.items():'), (1363, '                sw.replace_code(old, new)'), (1365, '    def refresh_shader_wrapper_id(self) -> Self:'), (1366, '        if not self._shaders_initialized:'), (1367, '            return self'), (1368, '        for wrapper in self.shader_wrappers:'), (1369, '            wrapper.refresh_id()'), (1370, '        return self'), (1380, '        fill_names = self.fill_data_names'), (1381, '        stroke_names = self.stroke_data_names'), (1382, ''), (1383, '        fill_family = (sm for sm in family if sm._has_fill)'), (1384, '        stroke_family = (sm for sm in family if sm._has_stroke)'), (1385, ''), (1386, '        # Build up fill data lists'), (1387, '        fill_datas = []'), (1388, '        fill_indices = []'), (1389, '        fill_border_datas = []'), (1390, '        for submob in fill_family:'), (1391, '            indices = submob.get_outer_vert_indices()'), (1392, '            if submob._use_winding_fill:'), (1393, '                data = submob.data[fill_names]'), (1394, '                data[""base_point""][:] = data[""point""][0]'), (1395, '                fill_datas.append(data[indices])'), (1396, '            else:'), (1397, '                fill_datas.append(submob.data[fill_names])'), (1398, '                fill_indices.append(submob.get_triangulation())'), (1400, '            draw_border_width = op.and_('), (1401, ""                submob.data['fill_border_width'][0] > 0,""), (1402, '                (not submob._has_stroke) or submob.stroke_behind,'), (1403, '            )'), (1404, '            if draw_border_width:'), (1405, '                # Add fill border'), (1406, '                submob.get_joint_products()'), (1407, '                names = list(stroke_names)'), (1408, ""                names[names.index('stroke_rgba')] = 'fill_rgba'""), (1409, ""                names[names.index('stroke_width')] = 'fill_border_width'""), (1410, '                border_stroke_data = submob.data[names].astype('), (1411, '                    self.stroke_shader_wrapper.vert_data.dtype'), (1412, '                )'), (1413, '                fill_border_datas.append(border_stroke_data[indices])'), (1414, ''), (1415, '        # Build up stroke data lists'), (1416, '        stroke_datas = []'), (1417, '        back_stroke_datas = []'), (1418, '        for submob in stroke_family:'), (1419, '            submob.get_joint_products()'), (1420, '            indices = submob.get_outer_vert_indices()'), (1421, '            if submob.stroke_behind:'), (1422, '                back_stroke_datas.append(submob.data[stroke_names][indices])'), (1423, '            else:'), (1424, '                stroke_datas.append(submob.data[stroke_names][indices])'), (1426, '        shader_wrappers = ['), (1427, '            self.back_stroke_shader_wrapper.read_in([*back_stroke_datas, *fill_border_datas]),'), (1428, '            self.fill_shader_wrapper.read_in(fill_datas, fill_indices or None),'), (1429, '            self.stroke_shader_wrapper.read_in(stroke_datas),'), (1430, '        ]'), (1431, '        for sw in shader_wrappers:'), (1432, '            rep = family[0]  # Representative family member'), (1433, '            sw.bind_to_mobject_uniforms(rep.get_uniforms())'), (1434, '            sw.depth_test = rep.depth_test'), (1435, '        return [sw for sw in shader_wrappers if len(sw.vert_data) > 0]')]",No
